plate_number,owner_name,address,vehicle_year,vehicle_make,vehicle_model,vehicle_color,reg_expiry,insurance,insurance_provider,policy_number,fines,fine_amount,is_flagged
DH·JA4054,Wendy Smith,"02724 Lee Rapids, West David, MO 63245",2008,Kia,Sonet,Brown,2028-06-08,Yes,Lumbini General Insurance,POL-57576607,0,0,False
JA·HA4981,Mary Jones,"USNS Simpson, FPO AP 47288",2015,Mahindra,Scorpio,Beige,2029-08-10,Yes,Lumbini General Insurance,POL-89933222,0,0,False
SA·GA9484,Shannon Wallace,"438 Flores Plains Apt. 056, Ramirezborough, PW 18475",2021,Hyundai,Venue,Green,2026-12-08,Yes,Siddhartha Insurance,POL-35844329,4,568,False
NA·KA7074,Kelly Torres,"2037 Benton Brooks, Huffview, KY 77602",2006,Nissan,Altima,Silver,2027-01-28,Yes,United Insurance,POL-20478739,0,0,False
DH·MN8602,Ronald Miller,"0667 Jeffrey Light Apt. 680, Anthonystad, AK 80289",2020,Nissan,Kicks,Gold,2028-10-24,Yes,United Insurance,POL-65958370,4,344,False
ME·KA7599,Gabrielle Clayton,"59660 Angela Stravenue, Micheleside, NH 56053",2021,Hyundai,Venue,Brown,2025-02-24,Yes,Nepal Insurance Co.,POL-31050667,5,720,False
JA·MN6794,Laura Stone,"3204 Miller Gateway Suite 596, New Joshuaview, TN 33336",2023,Honda,Civic,Blue,2029-04-11,No,,,0,0,False
GA·JA8061,Rhonda Franklin,"2770 Smith Camp Suite 783, Brownland, KY 80497",2023,Toyota,RAV4,Black,2028-01-21,Yes,Himalayan General Insurance,POL-34572196,4,700,True
SE·JA1206,Tiffany Alexander,"7232 Monica Shoal Apt. 310, Lake William, NV 76508",2023,Toyota,Prius,Beige,2028-11-18,Yes,Prime Life Insurance,POL-73783961,4,1052,False
RA·CHA8370,Juan Perez,"USNV Hester, FPO AE 89418",2019,Ford,Figo,Maroon,2024-07-08,No,,,2,418,False
LU·HA5654,Sarah Fernandez,"1187 William Freeway, West Ashley, MP 89763",2019,Chevrolet,Malibu,Maroon,2029-12-19,No,,,0,0,True
SA·GA5160,Martin Liu,"556 Ruiz Hill Apt. 250, Sarahshire, AK 14425",2022,Chevrolet,Malibu,Maroon,2026-01-17,Yes,Lumbini General Insurance,POL-35420283,3,534,False
JA·KA8813,Rhonda Dixon,"69026 Stephanie Fork Suite 818, New Thomashaven, NC 58306",2011,Hyundai,Tucson,Red,2023-11-08,No,,,1,132,False
BA·HA481,Cory Johnston,"PSC 5353, Box 7513, APO AA 96550",2018,Tata,Safari,Black,2023-05-20,Yes,Shikhar Insurance,POL-22217180,0,0,False
NA·JA2459,Jennifer Miller,"7937 Hall Views, New John, PW 53928",2009,Hyundai,i20,Silver,2028-08-18,Yes,Nepal Insurance Co.,POL-92473495,5,480,True
BA·JA6488,Mary Jacobs,"1166 Barbara Roads Apt. 270, North Robert, WV 73190",2018,Honda,CR-V,Black,2027-10-17,Yes,Sagarmatha Insurance,POL-16962963,0,0,False
DH·CHA8176,Julie Garcia,"21288 Strong Knoll Apt. 683, Davidmouth, OR 80292",2008,Chevrolet,Spark,Green,2028-02-17,Yes,Prime Life Insurance,POL-18785652,1,154,False
BA·JA9177,Wendy Williams,"6764 Graves Street Apt. 981, North Brittney, MN 88831",2022,Mahindra,Scorpio,Gray,2027-01-19,Yes,Prime Life Insurance,POL-69858725,0,0,False
LU·GA2432,Jamie Gonzales,"34750 Mitchell Lights Suite 220, South April, OK 81172",2012,Tata,Altroz,Black,2028-09-20,Yes,Lumbini General Insurance,POL-70631785,0,0,False
DH·JA2842,Gregory Martin,"3244 Sandra Shores Suite 213, North Carmen, AZ 71257",2013,Toyota,Camry,Beige,2030-02-27,Yes,Prabhu Insurance,POL-94853379,0,0,False
GA·PA2744,Chloe Freeman,"49678 Mariah Hill Apt. 176, Bakerberg, KY 96397",2014,Chevrolet,Spark,Silver,2025-08-27,Yes,Lumbini General Insurance,POL-47508257,4,412,False
RA·JA5713,Tracy Lara,"152 Hill Roads, Lake Haileyton, NE 13665",2012,Kia,Sonet,Red,2028-02-24,Yes,United Insurance,POL-90465362,0,0,False
NA·KA133,Rebecca Stewart,"032 Wiggins Forges, West Theodore, NM 25025",2005,Mahindra,Thar,White,2028-08-30,Yes,United Insurance,POL-62719526,1,251,False
SA·PA8925,Diane Gonzalez,"61789 Jennifer Camp, Wattsfurt, SC 77033",2008,Toyota,Fortuner,Maroon,2028-06-15,Yes,Prabhu Insurance,POL-61908845,0,0,False
BH·PA2144,Gregory Moreno,"USNV Pittman, FPO AA 88053",2019,Ford,Endeavour,Gray,2026-03-26,Yes,Prabhu Insurance,POL-35704262,0,0,False
GA·GA3723,Dr. James Howard,"14675 Elaine Crescent, South Stephanie, TN 15382",2006,Suzuki,Vitara,Blue,2030-04-17,Yes,Himalayan General Insurance,POL-10957697,0,0,False
PG·PA4644,James Anderson,"630 Adams Forge Suite 085, Emilychester, MO 58428",2010,Mahindra,XUV300,Beige,2030-01-17,Yes,Siddhartha Insurance,POL-85851838,0,0,False
BH·PA2187,Dean Brown,"0476 Ashley Expressway, Port Colleen, RI 80553",2021,Kia,Rio,Gray,2027-11-19,No,,,3,894,False
SE·MN4243,Larry Smith,"55810 Michael Flat Apt. 863, Lauriestad, MA 54685",2018,Chevrolet,Equinox,White,2029-12-28,No,,,5,800,False
PG·JA2094,Nicholas Case,"186 Williams Haven, Andrewbury, AZ 36212",2016,Chevrolet,Equinox,Beige,2026-08-04,Yes,Himalayan General Insurance,POL-16303488,0,0,False
ME·JA184,Robin Gray,"11860 Julia Plains Apt. 196, Port Catherine, ME 42932",2007,Nissan,Sentra,Blue,2026-06-27,Yes,Himalayan General Insurance,POL-66884191,5,1420,False
NA·JA5192,Patrick Turner,"9764 Davis Lodge, Timothyside, NY 32563",2008,Honda,HR-V,Maroon,2023-12-03,Yes,Siddhartha Insurance,POL-94060174,5,1325,False
JA·HA4005,Willie Luna,"USS Chavez, FPO AP 03763",2021,Tata,Nexon,Blue,2026-10-03,Yes,Siddhartha Insurance,POL-68858430,3,630,False
JA·PA1094,David Wood,"2118 Jared Overpass Apt. 126, Millsshire, WV 30966",2007,Toyota,Prius,Blue,2026-09-10,Yes,United Insurance,POL-17353632,0,0,False
JA·PA1014,Johnny Jenkins,"59960 Vaughn Throughway, Gardnermouth, SD 31399",2017,Chevrolet,Malibu,Red,2029-10-22,Yes,Himalayan General Insurance,POL-90473708,4,836,True
PG·HA7114,Michael Robertson,"61620 April Crossing, East Samuel, DE 05620",2015,Mahindra,XUV300,Silver,2030-02-18,Yes,United Insurance,POL-79419139,0,0,False
JA·PA9851,Kathleen Sims,"866 Kenneth Mews, Jenniferview, NC 42756",2023,Honda,Jazz,Gray,2023-06-28,Yes,Prime Life Insurance,POL-74612320,3,489,False
NA·GA822,Jacqueline Santos,"589 Kennedy Fords, Saraberg, GA 69232",2023,Toyota,RAV4,Red,2029-12-31,Yes,Shikhar Insurance,POL-88338313,4,992,False
ME·JA9984,Kara Stewart,"04331 Rivera Circle Suite 921, Danabury, MI 82921",2005,Tata,Punch,Blue,2030-01-12,Yes,Nepal Insurance Co.,POL-41861591,1,263,False
BA·HA5733,Corey Mitchell,"PSC 6945, Box 9648, APO AP 84596",2011,Suzuki,Dzire,Maroon,2028-04-05,No,,,1,227,False
DH·KA5525,Angela Hernandez,"49128 Rivera Trail Suite 973, North Krista, IL 12472",2024,Mahindra,XUV300,Blue,2028-03-10,No,,,1,252,False
ME·CHA160,Lisa Thomas,"1028 Coleman Mountains, Kevinville, IA 73920",2019,Suzuki,Ertiga,Gray,2027-09-08,Yes,Prabhu Insurance,POL-60454028,0,0,False
BA·JA262,Raymond Mccarthy,"193 Sonia Village Suite 268, Henryview, TX 16261",2022,Honda,CR-V,White,2024-09-17,Yes,Siddhartha Insurance,POL-58306200,0,0,True
LU·JA2953,Jessica Bailey,"5639 Patrick Fall Apt. 375, North Brenda, MA 12835",2015,Suzuki,Baleno,Black,2027-09-22,No,,,0,0,False
JA·PA2348,Sydney Shaw,"47604 Garrett Ports Apt. 797, Thompsonside, AS 14117",2011,Nissan,Altima,Blue,2027-09-10,Yes,Prabhu Insurance,POL-98705666,0,0,False
RA·MN7206,Allen Shannon,"16107 Leon Walks, Tonyaborough, SD 80979",2009,Honda,Civic,Black,2027-06-03,Yes,Prabhu Insurance,POL-52674742,2,600,False
BA·GA9722,Faith Powers,"PSC 2958, Box 0660, APO AE 25790",2009,Suzuki,Alto,Red,2026-08-24,Yes,Shikhar Insurance,POL-26972976,4,1188,False
ME·CHA1433,Kathryn Daniel,"49386 Cynthia Ville Apt. 448, Davidmouth, OK 91765",2010,Ford,F-150,Silver,2029-12-18,Yes,Prabhu Insurance,POL-76919318,1,95,False
KO·MN8018,Timothy Davis,"PSC 2125, Box 9020, APO AE 84117",2023,Ford,Figo,Red,2029-08-14,Yes,Himalayan General Insurance,POL-39464318,5,825,False
PG·CHA5113,Brad Ramsey,"240 Mccarthy Fall, Donaldmouth, MT 30118",2010,Nissan,Patrol,Gold,2028-06-11,Yes,Sagarmatha Insurance,POL-28029509,3,375,False
KO·CHA9667,Denise Gonzalez,"Unit 4741 Box 7595, DPO AA 84626",2024,Toyota,Fortuner,Brown,2028-11-15,Yes,Prime Life Insurance,POL-59326617,4,524,False
BA·CHA7336,Sandra Mcdaniel,"89365 Clark Squares Suite 183, Jefferyview, AZ 15613",2007,Suzuki,Baleno,Maroon,2026-10-22,Yes,Lumbini General Insurance,POL-78825641,1,70,False
LU·PA2042,Lynn Alvarez,"9690 Haynes Roads Suite 026, Cookville, HI 47425",2022,Honda,CR-V,White,2025-03-29,Yes,Shikhar Insurance,POL-50629797,3,738,False
GA·CHA9996,John Lopez,"966 Flowers Glen Suite 957, Evansbury, WV 66949",2013,Hyundai,Venue,Brown,2024-08-30,Yes,Prabhu Insurance,POL-64198613,5,1300,False
SA·PA7833,Jeffery Adams,"82498 Stephanie Port, East Elizabeth, WY 07552",2012,Chevrolet,Cruze,Green,2025-03-02,Yes,Lumbini General Insurance,POL-88786294,4,972,False
ME·JA1506,Ellen Cannon,"2702 Nicole Hollow Suite 123, South Christopher, IA 20704",2018,Tata,Harrier,Green,2023-10-27,Yes,Nepal Insurance Co.,POL-60291405,0,0,False
GA·KA258,Sarah Brooks,"78637 Guerra Squares Apt. 162, Kathrynberg, MO 43376",2012,Ford,Endeavour,Blue,2030-03-11,Yes,Lumbini General Insurance,POL-50216625,0,0,True
RA·PA2379,Sally Cross,"157 Jeffrey Rest Apt. 355, Waltertown, RI 79035",2025,Hyundai,i20,Gold,2029-10-02,Yes,Prime Life Insurance,POL-61179711,0,0,False
SE·HA3185,Suzanne Brewer,"34615 Valdez Manors, West Larry, TX 63501",2023,Ford,Ecosport,Blue,2029-12-05,Yes,Sagarmatha Insurance,POL-33008094,0,0,False
BA·GA9985,Tyler Fisher,"1516 Eugene Crossroad, Parkstown, NM 86198",2011,Ford,Ecosport,Black,2024-03-06,Yes,Himalayan General Insurance,POL-49071522,2,134,False
KO·MN280,Jennifer Wise,"197 Norman Station Suite 851, South Amanda, MS 88937",2017,Hyundai,i20,Green,2025-09-21,No,,,0,0,False
PG·GA3482,Adam Vaughan,"89760 Campbell Crossing Suite 750, Johnnymouth, TX 39317",2018,Hyundai,Creta,Red,2030-01-27,Yes,Siddhartha Insurance,POL-87187458,5,1000,False
BH·KA7619,Allison Adams,"75409 Michael Camp Suite 321, East Jessicafort, NE 36505",2009,Kia,Sportage,White,2028-08-01,Yes,Himalayan General Insurance,POL-80579265,0,0,False
ME·HA7680,Jimmy Williamson,"PSC 8970, Box 1550, APO AE 80370",2014,Mahindra,Scorpio,Silver,2028-11-26,Yes,Shikhar Insurance,POL-62491260,2,514,False
PG·CHA3042,Margaret Macias,"4660 Stephanie Glens, Port Ritaville, WY 25620",2017,Mahindra,Thar,Beige,2027-05-17,Yes,Sagarmatha Insurance,POL-62821563,3,183,False
NA·JA8910,Whitney Gilbert,"059 Lewis Mews, Julieburgh, KY 66241",2020,Kia,Seltos,Gray,2029-06-12,No,,,0,0,False
SE·GA5441,Lindsey Browning,"63062 Adams Rapid Suite 133, Lake Markland, RI 38227",2013,Nissan,Patrol,Black,2026-02-03,Yes,Sagarmatha Insurance,POL-95747226,3,723,False
KO·KA6642,Lisa Murray,"678 Matthew Island Suite 727, Clarkburgh, TX 51627",2005,Suzuki,Vitara,White,2030-04-28,Yes,Prabhu Insurance,POL-99965548,3,522,False
JA·MN4069,Andrew Phelps,"Unit 7851 Box 3854, DPO AA 98917",2013,Ford,Ranger,Beige,2027-04-21,Yes,Siddhartha Insurance,POL-23490911,0,0,False
BH·HA2859,Michael Johnson,"596 Forbes Brooks, Angelafort, IA 49690",2013,Honda,HR-V,White,2024-05-02,No,,,3,834,False
LU·HA882,Bonnie Lawson,"3319 White Estate, Piercestad, WV 29042",2014,Chevrolet,Malibu,Green,2029-09-13,No,,,3,738,False
LU·JA4008,Kyle Flores,"588 Perez Lodge, Shermanport, GU 59412",2018,Suzuki,Swift,White,2026-04-06,Yes,Himalayan General Insurance,POL-99784876,0,0,False
JA·GA2850,Shane Ross,"2169 Mccann Loop Apt. 093, New Christine, CO 79087",2021,Hyundai,Tucson,Green,2024-07-05,Yes,Himalayan General Insurance,POL-93842238,0,0,False
PG·PA3907,Jennifer Johnson,"715 Julia Turnpike, Arnoldborough, PR 21653",2015,Suzuki,Swift,Blue,2024-02-02,Yes,Nepal Insurance Co.,POL-62235749,0,0,False
SA·GA4662,Nathan Allen,"2410 Becky Mount, Lake Carrie, IA 23684",2007,Mahindra,Bolero,White,2028-08-25,Yes,Siddhartha Insurance,POL-77051958,5,380,False
RA·GA9425,Kathryn Rodriguez,"37100 Camacho Mountains Suite 164, Lake Kimberlyside, VT 03610",2024,Hyundai,i20,Silver,2029-11-19,Yes,Everest Insurance,POL-54566533,0,0,False
BH·JA7999,Ronald Brown,"6876 Dale Vista, Katherineshire, WV 15152",2024,Honda,CR-V,White,2028-11-11,Yes,Himalayan General Insurance,POL-77567894,2,106,False
DH·GA2132,Holly Douglas,"3415 Stephen Station, Goodwinview, MA 39205",2012,Kia,Sportage,Green,2026-09-06,No,,,1,101,False
LU·KA721,Erin Cole,"022 Johnson Land Suite 442, Thomasmouth, TX 39151",2019,Suzuki,Ertiga,Gold,2028-03-10,No,,,0,0,False
BA·MN6897,Robert Anderson,"3039 Hernandez Bridge Suite 588, Woodsburgh, MI 84891",2015,Kia,Seltos,Gray,2027-07-02,Yes,Himalayan General Insurance,POL-39855935,2,294,False
NA·HA199,Samuel Edwards,"287 Timothy Light Apt. 153, Jamieberg, KY 80276",2011,Honda,City,Silver,2025-07-20,Yes,Everest Insurance,POL-22315737,0,0,False
RA·CHA3971,Rachel Santos,"083 Michael Bypass Suite 158, West Angelaside, PR 97659",2019,Chevrolet,Malibu,Green,2027-06-15,Yes,Everest Insurance,POL-91315976,0,0,False
ME·KA3399,Angela Yates,"42337 Billy Rest, Andrealand, WA 25406",2016,Kia,Sonet,Silver,2027-04-15,Yes,Prime Life Insurance,POL-77819218,2,320,False
RA·HA424,Sylvia Escobar,"33399 Marshall Plain Apt. 513, Wilsonland, NJ 26374",2014,Nissan,Patrol,Silver,2027-03-15,Yes,Everest Insurance,POL-44533110,0,0,False
GA·HA9310,Kevin George,"617 Brianna Roads, Gayview, WV 53869",2015,Mahindra,Thar,Silver,2023-09-17,No,,,5,255,True
SE·KA6231,Katherine Thompson,"448 Matthew Springs Suite 712, Smithhaven, NJ 65484",2017,Ford,Figo,Green,2028-06-09,Yes,Shikhar Insurance,POL-96040102,5,340,False
BA·PA6404,Austin Reynolds,"8231 Jason Parkway Suite 587, Lake Kevinborough, OK 88566",2018,Mahindra,XUV700,Gray,2028-04-19,Yes,United Insurance,POL-95225538,3,684,True
PG·HA4143,Christopher Miranda,"258 Valdez Turnpike, Chanview, IN 34953",2016,Suzuki,Vitara,White,2030-02-20,No,,,2,174,False
ME·KA2514,Scott Torres,"557 Coleman Lock Suite 060, Gomezberg, NH 36441",2023,Kia,Sportage,Gold,2027-04-02,No,,,3,642,False
PG·HA9703,Michael Clark,"0566 Grant Streets Apt. 398, Gatesville, CA 32369",2018,Honda,Jazz,Gray,2023-12-13,Yes,Shikhar Insurance,POL-77195678,5,1090,False
DH·JA6843,Nathan David,"673 Benitez Radial, Brownton, SC 45418",2023,Honda,Civic,Maroon,2028-04-11,Yes,Shikhar Insurance,POL-38122043,5,755,False
BA·CHA8156,Jacob Mclean,"156 Morgan Radial, Audreyside, CO 57944",2018,Toyota,Corolla,Silver,2030-01-06,Yes,Prime Life Insurance,POL-32902142,0,0,False
NA·CHA8070,Kenneth Farmer,"021 Krueger Lake Suite 325, Perezstad, MA 26582",2019,Hyundai,Santa Fe,Silver,2027-07-16,No,,,0,0,False
RA·CHA4349,Michele Scott,"16667 Marie Circle, Allenchester, AZ 66589",2024,Nissan,Patrol,Maroon,2025-05-30,No,,,0,0,False
JA·JA586,Erin Ryan,"119 Terri Tunnel Apt. 828, New Sandraborough, WV 10080",2020,Mahindra,XUV700,Beige,2026-11-29,No,,,0,0,False
SA·MN785,Jessica Hill,"512 Gibson Tunnel, Prestonfurt, OK 39011",2005,Honda,Accord,Brown,2029-04-06,Yes,Shikhar Insurance,POL-75219904,1,136,False
KO·JA5720,Ronald Smith,"43958 Valdez Flats Suite 923, East Kyle, CT 03938",2017,Tata,Harrier,Blue,2026-09-01,Yes,Prabhu Insurance,POL-23445578,0,0,False
PG·KA2375,Terry Williams,"55333 Martin Groves Apt. 350, South David, MS 03833",2013,Toyota,Corolla,Brown,2027-09-28,Yes,Siddhartha Insurance,POL-98432853,4,724,False
LU·PA5378,Patrick Singh,"6336 Christopher Extensions Apt. 231, Yangstad, WA 42035",2015,Toyota,Land Cruiser,White,2027-08-28,Yes,Prime Life Insurance,POL-92220752,4,556,False
ME·KA1745,Daniel Davis,"8170 Norman Manor Suite 155, Marychester, PR 85960",2011,Nissan,Kicks,Gold,2029-04-06,Yes,Lumbini General Insurance,POL-14260842,0,0,False
GA·GA9090,Zachary Miller,"0450 Melanie Fall Apt. 282, Lake Terry, AZ 08520",2008,Ford,Ranger,Beige,2029-05-18,Yes,Himalayan General Insurance,POL-32875131,3,654,False
JA·HA578,Christine Singh,"62282 Michael Creek Apt. 073, Richardstad, PW 35258",2013,Hyundai,i20,Green,2024-11-24,Yes,Sagarmatha Insurance,POL-99318726,0,0,False
BH·HA1581,Alyssa Johnson,"26086 Eric Bridge Suite 316, North Tanyamouth, MT 70850",2024,Tata,Harrier,Gold,2024-06-02,Yes,Prime Life Insurance,POL-97767609,2,386,False
PG·GA3923,Scott Pacheco,"4258 Krueger Skyway Apt. 779, East Jeffrey, DC 19191",2014,Suzuki,Baleno,Silver,2025-11-04,Yes,Siddhartha Insurance,POL-35253920,3,237,False
NA·GA5234,Bradley Davis,"34245 Barnett Pike, Kathleenberg, MD 55816",2014,Nissan,Navara,White,2025-04-12,Yes,Prime Life Insurance,POL-52901755,3,762,False
RA·CHA8615,Charles Doyle,"032 Douglas Bypass Apt. 265, New Timothystad, ID 82907",2008,Mahindra,XUV300,Gray,2029-05-13,Yes,Prabhu Insurance,POL-29421410,4,500,False
ME·KA7567,Tricia Sullivan,"Unit 7948 Box 7148, DPO AA 44705",2009,Hyundai,Santa Fe,Red,2030-04-15,No,,,0,0,False
BH·PA4580,Charlotte Peterson DVM,"158 Brown Lakes Suite 082, East Theresaville, DE 72651",2011,Mahindra,Thar,Maroon,2030-04-18,Yes,Nepal Insurance Co.,POL-54713904,0,0,False
BH·GA3787,Beth Bailey,"268 Donald Springs, Port Alvin, VA 98096",2017,Toyota,RAV4,Beige,2030-01-16,Yes,Everest Insurance,POL-12894515,1,136,False
ME·JA6512,Kyle Hernandez,"583 Nicholas Courts, Lake Cynthia, RI 30157",2014,Nissan,Altima,Brown,2027-06-10,Yes,Lumbini General Insurance,POL-62851244,0,0,False
RA·MN986,Nicole Hernandez,"USCGC Garrison, FPO AA 06912",2010,Kia,Sonet,Maroon,2028-10-27,Yes,Shikhar Insurance,POL-29437798,0,0,False
LU·KA249,Tiffany Phillips,"PSC 6775, Box 2401, APO AA 93344",2009,Tata,Altroz,Silver,2028-09-27,Yes,Everest Insurance,POL-17560687,0,0,False
NA·PA2022,Emily Leblanc,"62272 Peter Estate, Myersborough, IA 46429",2018,Chevrolet,Trax,Gold,2029-11-11,Yes,Himalayan General Insurance,POL-14562440,0,0,False
GA·KA9867,Victor Hill,"923 Thomas Harbor, Alexville, NC 41285",2007,Hyundai,Venue,Green,2029-12-28,Yes,United Insurance,POL-59301266,0,0,False
JA·HA8451,Patricia George,"1897 Chad Throughway Suite 406, Danielmouth, NE 77175",2023,Suzuki,Swift,Gold,2029-01-13,Yes,Sagarmatha Insurance,POL-89574873,0,0,False
SA·KA7205,Michael Glenn,"81199 Allen Vista Suite 660, Port Kaylaview, MH 33487",2008,Kia,Rio,Black,2029-05-11,No,,,4,220,False
SE·GA8784,Erin Estrada,"01739 Walker Mews Suite 178, Obrienfurt, AZ 79362",2023,Ford,Ecosport,Brown,2029-12-31,No,,,3,891,False
JA·CHA9915,Ryan Day,"35996 Higgins Canyon, Deborahmouth, PR 60891",2019,Hyundai,Tucson,Brown,2027-01-13,No,,,2,434,False
SE·JA673,Kelly Bentley,"039 Andrew Isle Apt. 460, Atkinsonview, MI 90024",2014,Honda,Civic,Brown,2029-05-25,No,,,5,1090,True
GA·PA8610,William Wright,"7423 Yang Terrace, Kimberlyburgh, PR 66015",2009,Kia,Rio,Beige,2030-03-30,Yes,Prabhu Insurance,POL-91359046,1,103,False
SA·GA832,Felicia Jensen,"4116 Howell Route, Port Patrick, KS 93220",2009,Suzuki,Swift,Gray,2027-07-21,Yes,Siddhartha Insurance,POL-84097665,0,0,False
NA·KA7014,Mr. Jeffrey Ward,"0139 Stout Squares, Katherineside, HI 52663",2013,Honda,Jazz,Red,2027-04-06,Yes,Sagarmatha Insurance,POL-44115380,3,870,False
SE·CHA1256,Angela Davis,"2585 Anderson Lights Apt. 499, West Yvonnemouth, GU 05845",2023,Kia,Sportage,Blue,2029-03-19,Yes,Prime Life Insurance,POL-30601268,0,0,False
PG·PA9989,Christopher Haney,"333 Wong Forge, North Kenneth, AK 80745",2008,Suzuki,Swift,Red,2030-03-07,Yes,Sagarmatha Insurance,POL-54205616,2,284,False
RA·JA2497,Mr. Justin Murillo,"969 Francis Squares, Lindaview, NE 49027",2008,Suzuki,Baleno,White,2027-08-05,Yes,Sagarmatha Insurance,POL-26576358,0,0,False
GA·MN8121,Timothy Young,"253 Colin Tunnel, Nicholsville, AS 79680",2023,Honda,Jazz,Blue,2029-06-09,Yes,Sagarmatha Insurance,POL-16437523,0,0,False
PG·CHA5755,Gregory Park,"Unit 3749 Box 0797, DPO AA 77972",2017,Chevrolet,Spark,Gold,2027-01-23,Yes,Lumbini General Insurance,POL-30869686,2,172,False
BH·JA966,Troy Jackson,"7215 Stephanie Harbor, Staceytown, VT 78847",2024,Tata,Harrier,Maroon,2028-11-29,No,,,5,1270,False
GA·JA7108,Michael Bender DVM,"8453 Thomas Plains Suite 090, Brianaland, RI 08840",2025,Chevrolet,Cruze,Red,2028-01-22,Yes,Prabhu Insurance,POL-22098465,2,138,False
JA·CHA9525,Monica Oconnor,"07151 Sophia Ports, Ballardfurt, UT 62682",2022,Toyota,Corolla,Red,2026-05-28,Yes,Prime Life Insurance,POL-78274190,5,420,False
SE·KA8822,Greg Davis,"7124 Gonzalez Keys Apt. 571, Andrewton, OH 08253",2024,Honda,City,White,2026-04-21,Yes,Lumbini General Insurance,POL-56313253,0,0,False
SE·KA793,Anna Smith,"Unit 0056 Box 4099, DPO AA 09595",2021,Mahindra,Thar,Black,2027-04-30,No,,,4,724,False
BA·HA8218,Chelsea Oliver,"1295 Patricia Squares, New Eduardo, GU 58841",2008,Nissan,Sentra,Blue,2030-02-25,Yes,Lumbini General Insurance,POL-25819626,0,0,False
GA·CHA136,Andrew Medina,"USS Aguirre, FPO AA 38699",2014,Mahindra,Thar,Gray,2029-12-13,Yes,Nepal Insurance Co.,POL-72150455,5,1335,False
KO·PA7642,Michael Lawrence,"3929 Pace Shoals, Bowersville, TN 73175",2008,Tata,Punch,Blue,2025-04-19,Yes,Nepal Insurance Co.,POL-23601326,0,0,False
SE·MN2618,David Thomas,"USCGC Lopez, FPO AA 05952",2005,Nissan,Altima,Beige,2024-12-09,Yes,Prime Life Insurance,POL-60238966,0,0,False
NA·MN4515,Thomas Morse,"158 Sherman Row, West Luke, NV 26458",2019,Honda,City,Maroon,2024-05-11,Yes,Nepal Insurance Co.,POL-58215939,4,924,False
LU·JA759,Mark Powell,"71587 Torres Turnpike Suite 080, North Kurt, OR 98523",2015,Hyundai,Elantra,Green,2027-03-31,Yes,United Insurance,POL-99287389,5,400,False
SE·HA2187,Kimberly Davidson,"46358 Madison Spur, Rodgershaven, PR 23869",2017,Tata,Safari,Brown,2025-09-27,Yes,Everest Insurance,POL-30876492,0,0,True
SA·CHA952,Melanie Williams,"35137 Ashley Ridge Apt. 063, West Adambury, TN 43853",2005,Tata,Safari,Gold,2027-12-20,Yes,Sagarmatha Insurance,POL-67572954,0,0,False
SE·CHA4187,Dr. Samantha Watson,"29394 Becker Station, Jamieview, MT 90977",2012,Kia,Seltos,Red,2028-10-01,No,,,3,771,False
BH·MN3068,Rodney Bennett,"4906 Heather Mission, Lake Hannah, CA 84072",2025,Suzuki,Alto,Maroon,2025-09-01,No,,,0,0,False
NA·HA389,Christopher Moody,"46484 Foley Green Apt. 163, New Meghanborough, DC 68425",2006,Mahindra,XUV700,Silver,2029-04-16,Yes,Himalayan General Insurance,POL-39766168,0,0,False
SE·HA946,Julie Rodriguez MD,"13695 Rodgers Mills, Lake Sarahborough, WI 28082",2016,Kia,Seltos,Red,2028-04-24,Yes,Himalayan General Insurance,POL-52928316,5,480,True
BA·KA5369,Amanda Smith,"57306 Hernandez Highway Apt. 323, Dianemouth, AK 58242",2013,Suzuki,Baleno,Beige,2026-11-29,Yes,Shikhar Insurance,POL-75939337,0,0,False
JA·KA323,David Rice,"501 Robert Place, New Jennifermouth, MN 05538",2016,Chevrolet,Cruze,Blue,2028-05-16,Yes,Siddhartha Insurance,POL-80982664,2,220,False
LU·MN6392,Brian Hall,"9130 Andrew View, Pinedafurt, LA 90365",2025,Honda,Civic,Black,2027-01-08,No,,,5,1380,False
LU·CHA7403,Joanna Adkins,"7727 Walker Heights Apt. 642, Jodychester, AS 39803",2024,Honda,Civic,Brown,2029-01-02,Yes,Himalayan General Insurance,POL-81612882,3,183,False
PG·MN4237,Joe Page,"2536 Stephenson Mount, Wallacefurt, NH 48153",2019,Chevrolet,Trax,Blue,2027-01-02,Yes,Sagarmatha Insurance,POL-74803086,0,0,False
SE·GA458,Maurice Anderson,"39395 Kelley Track, Brooksport, IL 51989",2009,Hyundai,Santa Fe,Red,2029-07-09,No,,,5,490,False
PG·HA8823,Brian Pearson,"33582 Giles Meadows Apt. 703, Bradleyburgh, KY 98277",2019,Chevrolet,Malibu,Black,2028-07-01,Yes,Prime Life Insurance,POL-63801036,2,204,False
NA·MN3668,Patricia Davidson,"65732 Stewart Track, Lake Coltonland, CO 03314",2019,Mahindra,Scorpio,Brown,2029-04-16,Yes,Himalayan General Insurance,POL-49777260,3,573,False
LU·PA8841,Scott Brown,"3234 Michael Island Suite 752, Kevinside, GA 20426",2025,Suzuki,Baleno,White,2024-10-14,Yes,Shikhar Insurance,POL-16914893,2,226,False
LU·MN2003,Bryan Kent,"431 Regina Court Apt. 267, Woodstown, OR 90694",2024,Toyota,Land Cruiser,Maroon,2028-03-01,No,,,3,570,False
